version,difficulty,syncSource,service,level,actionType,category,estimatedSavings,description,contentHash,automatedCheck,id,checkImplemented,tipId,actionLabel,title,cloud,implementedInAct,serviceKey,createdAt,drilldownInstructions,drilldownApis,provider,providerRouting,confidenceTag,positiveCount,source
,medium,,Compute Engine,2,pending,pricing-model,40-70%,Commit to a spend amount (spend-based CUDs) or specific resources (resource-based CUDs) for 1 or 3 years. Spend-based CUDs offer flexibility to switch instance types while maintaining the discount.,,,,false,gcp-ce-002,Coming Soon,Purchase Committed Use Discounts (CUDs),GCP,false,Compute Engine,,,,,,,,
,easy,,Compute Engine,2,pending,pricing-model,20-30%,GCP automatically applies discounts (up to 30% off) when VMs run for more than 25% of a billing month. No commitment required — ensure instances run consistently rather than being frequently recreated.,,,,false,gcp-ce-003,Coming Soon,Leverage Sustained Use Discounts (automatic),GCP,false,Compute Engine,,,,,,,,
,medium,,Compute Engine,2,pending,pricing-model,60-91%,"Spot VMs (formerly Preemptible) offer 60-91% discount for interruptible workloads such as batch processing, data analysis, CI/CD, and rendering. Set up instance groups with fallback to on-demand.",,,,false,gcp-ce-004,Coming Soon,Use Spot VMs for fault-tolerant workloads,GCP,false,Compute Engine,,,,,,,,
,easy,,Compute Engine,2,pending,right-sizing,15-30%,GCP allows creating custom VM shapes with exact vCPU and memory combinations. Avoid overpaying for predefined machine types when your workload needs non-standard resource ratios.,,,,false,gcp-ce-005,Coming Soon,Use custom machine types for precise sizing,GCP,false,Compute Engine,,,,,,,,
,easy,,Compute Engine,2,pending,scheduling,50-70%,"Use Cloud Scheduler with Cloud Functions to automatically stop dev/test/staging VMs during off-hours and weekends. Stopped VMs only incur disk storage costs, not compute charges.",,,,false,gcp-ce-006,Coming Soon,Schedule non-production VM stop/start,GCP,false,Compute Engine,,,,,,,,
,easy,,Compute Engine,2,pending,licensing,15-30%,"Premium OS images (RHEL, SLES, Windows) add per-vCPU/hour charges. Use CentOS Stream, Debian, Ubuntu, or bring your own license to avoid premium image surcharges on compute costs.",,,,false,gcp-ce-007,Coming Soon,Use BYOL or free-tier OS images to avoid license premiums,GCP,false,Compute Engine,,,,,,,,
,easy,,Compute Engine,2,pending,idle-resources,100%,GCP Idle VM Recommender flags instances with near-zero CPU usage over 14 days. Delete truly idle VMs or snapshot their disks and terminate them to eliminate ongoing compute charges.,,,,false,gcp-ce-008,Coming Soon,Delete idle VMs identified by GCP Recommender,GCP,false,Compute Engine,,,,,,,,
,easy,,Container Instances,2,pending,architecture,40-70%,"ACI bills per-second for CPU and memory. Use it for short-lived tasks instead of maintaining always-on VMs. Ideal for build agents, data processing, and scheduled jobs under 10 minutes.",,,,false,azure-aci-001,Coming Soon,Use Container Instances for short-lived batch jobs,AZURE,false,Container Instances,,,,,,,,
,easy,,Container Instances,2,pending,right-sizing,20-40%,Only allocate the CPU and memory that your container actually needs. Each additional vCPU or GB of memory adds to the per-second cost. Profile containers to find the minimum viable resources.,,,,false,azure-aci-002,Coming Soon,Minimize ACI resource allocations,AZURE,false,Container Instances,,,,,,,,
,medium,,Container Instances,2,pending,pricing-model,50-70%,ACI Spot containers offer significant discounts for fault-tolerant workloads. Configure restart policies and use container groups with multiple containers sharing resources to optimize costs.,,,,false,azure-aci-003,Coming Soon,Use Spot containers for interruptible ACI workloads,AZURE,false,Container Instances,,,,,,,,
1,medium,bedrock-ai,Container Instances,3,advisory,right-sizing,10-30%,Analyze container instance usage and adjust resource allocations accordingly.,ef42cdd1be3fc5db2273afa839c4df2c2809dea12d0c972c7b326813581ca287,az container list --query '[*].cpu' --output tsv,container instances-001,false,container instances-001,View Details,Right-size container instances,AZURE,,,2026-06-03T02:10:38.263144+00:00,,,,,,,
,easy,,Cosmos DB,2,pending,right-sizing,20-50%,Switch from manual provisioned throughput to autoscale to automatically adjust RU/s between 10% and 100% of max. Avoid paying for peak capacity during off-peak periods.,,,,false,azure-cosmos-001,Coming Soon,Use autoscale throughput for variable Cosmos DB workloads,AZURE,false,Cosmos DB,,,,,,,,
,medium,,Cosmos DB,2,pending,pricing-model,40-65%,Reserve Cosmos DB throughput (RU/s) for 1 or 3 years to receive up to 65% discount over pay-as-you-go pricing. Apply to production databases with predictable RU/s requirements.,,,,false,azure-cosmos-002,Coming Soon,Purchase Cosmos DB Reserved Capacity,AZURE,false,Cosmos DB,,,,,,,,
,easy,,Cosmos DB,2,pending,architecture,50-80%,"Cosmos DB serverless mode charges only for RUs consumed per request with no minimum commitment. Ideal for dev/test, prototypes, and applications with fewer than 5000 RU/s average throughput.",,,,false,azure-cosmos-003,Coming Soon,Use Cosmos DB serverless for low-traffic applications,AZURE,false,Cosmos DB,,,,,,,,
,easy,,Cosmos DB,2,pending,data-management,20-40%,"Set Time-to-Live (TTL) on containers to automatically delete documents after a specified period. Reduces storage costs and keeps throughput efficient for session data, logs, and temporary records.",,,,false,azure-cosmos-004,Coming Soon,Configure TTL to auto-expire stale Cosmos DB data,AZURE,false,Cosmos DB,,,,,,,,
,medium,,DDoS Protection,2,pending,architecture,60-80%,A single DDoS Protection plan can cover up to 100 public IPs across all VNets in a subscription. Share one plan across subscriptions instead of per-VNet protection to reduce costs.,,,,false,azure-ddos-001,Coming Soon,Use DDoS Network Protection plan across subscriptions,AZURE,false,DDoS Protection,,,,,,,,
,easy,,DDoS Protection,2,pending,right-sizing,30-50%,DDoS IP Protection covers individual public IPs at a lower per-IP cost than the Network Protection plan for fewer than ~10-15 IPs. Assess resource count to pick the cost-effective option.,,,,false,azure-ddos-002,Coming Soon,Evaluate if DDoS IP Protection suits your needs,AZURE,false,DDoS Protection,,,,,,,,
,medium,,Data Factory,2,pending,right-sizing,30-50%,Use auto-resolve integration runtime for light workloads instead of self-hosted. Right-size core count for data flows — start with 8 cores general-purpose and scale only if performance requires it.,,,,false,azure-datafactory-001,Coming Soon,Optimize Data Factory integration runtime sizing,AZURE,false,Data Factory,,,,,,,,
,easy,,Data Factory,2,pending,scheduling,20-40%,Data flow clusters have a warm-up time but also charge while idle after job completion. Set TTL to 5-10 minutes to auto-terminate clusters quickly after pipeline runs finish.,,,,false,azure-datafactory-002,Coming Soon,Set TTL on Data Factory data flow clusters,AZURE,false,Data Factory,,,,,,,,
,medium,,Data Factory,2,pending,architecture,15-30%,Unbounded parallel pipeline runs can create expensive spikes in integration runtime costs. Set concurrency limits and queue excess runs to maintain predictable spending patterns.,,,,false,azure-datafactory-003,Coming Soon,Use pipeline concurrency limits to control parallel costs,AZURE,false,Data Factory,,,,,,,,
,easy,,Data Lake Storage,2,pending,storage-tiering,40-70%,Data Lake Storage Gen2 supports the same Hot/Cool/Archive tiers as Blob Storage. Configure lifecycle management to tier aging analytics data to cheaper storage classes automatically.,,,,false,azure-datalake-001,Coming Soon,Apply lifecycle policies to Data Lake Storage Gen2,AZURE,false,Data Lake Storage,,,,,,,,
,medium,,Data Lake Storage,2,pending,data-management,40-60%,"Store data in columnar formats (Parquet, Delta) with compression instead of raw CSV/JSON. Reduces storage volume by 60-80% and improves query performance for analytics workloads.",,,,false,azure-datalake-002,Coming Soon,Compress and optimize file formats in Data Lake,AZURE,false,Data Lake Storage,,,,,,,,
,easy,,Data Lake Storage,2,pending,cleanup,15-30%,"Implement cleanup pipelines to remove temporary ETL staging data, failed job outputs, and intermediate processing files that accumulate in Data Lake Storage directories.",,,,false,azure-datalake-003,Coming Soon,Delete temporary and staging data in Data Lake,AZURE,false,Data Lake Storage,,,,,,,,
1,medium,bedrock-ai,Data Lake Storage,3,advisory,storage-tiering,30-50%,"Utilize Azure Data Lake Storage's hot, cool, and archive tiers to store infrequently accessed data in cooler tiers to reduce costs.",5462ad6551f8383b2484a4b58f2611662fc1b6f1b380c3841f16f94fd04ca0c3,az storage account blob service-properties show --account-name <storage-account-name>,data lake storage-001,false,data lake storage-001,View Details,Move infrequently accessed data to cooler storage tiers,AZURE,,,2026-06-04T02:10:38.377803+00:00,,,,,,,
1,easy,bedrock-ai,Data Lake Storage,3,advisory,cleanup,10-25%,Periodically clean up old or unused data in Azure Data Lake Storage to free up space. Use Azure Storage Explorer.,0e8f573d306131aea5273e206180cf53eae74a84778e06551c0ccd269d60e4b1,az storage account blob service-properties show --account-name <account> --query 'cors',data lake storage-002,false,data lake storage-002,View Details,Clean Up Old Data in Data Lake,AZURE,,,2026-06-12T02:10:38.555117+00:00,,,,,,,
1,medium,bedrock-ai,Data Lake Storage,3,advisory,storage-tiering,50-80%,Move infrequently accessed data to lower-cost tiers such as cool or archive storage to optimize costs.,d714b7f862d805feca98fdc81c62174d21423bd55947139ba1a30542f52b37d1,az storage account blob service-properties show --account-name <storage-account> --query 'defaultServiceVersion' --output text,data lake storage-003,false,data lake storage-003,View Details,Implement Azure Data Lake Storage tiers,AZURE,,,2026-06-13T02:10:39.191113+00:00,,,,,,,
1,medium,bedrock-ai,Data Lake Storage,3,advisory,storage-tiering,30-50%,"Configure lifecycle policies to automatically move data between hot, cool, and archive tiers based on access patterns. Set rules to move rarely accessed data (>90 days) to cool tier and very rarely accessed data (>180 days) to archive tier.",ac110035809f341b38be004d58ae90eb01da05a237bab61aa1038399b9d6d2a9,az dls account show-lifecycle-policy --account <account-name> --resource-group <resource-group>,data lake storage-004,false,data lake storage-004,View Details,Implement Azure Data Lake Storage tiering policies,AZURE,,,2026-06-23T02:10:38.451127+00:00,,,,,,,
,medium,,Data Transfer,2,deep-link,architecture,varies,Cross-region data transfer costs $0.02/GB. Co-locate resources in the same region and use regional endpoints to minimize transfer costs.,,ce:GetCostAndUsage(usage_type breakdown) â†’ ec2___other_usage_breakdown for DataTransfer-Regional-Bytes cost,,true,data-transfer-001,Ask AI about data transfer,Keep traffic within the same region,AWS,true,EC2 - Other,,,,,,,,
,medium,,Data Transfer,2,deep-link,architecture,20-40%,CloudFront data transfer to internet is cheaper than direct EC2/S3 egress. Use CloudFront even for dynamic content to reduce data transfer costs.,,ce:GetCostAndUsage(usage_type breakdown) â†’ DataTransfer-Out-Bytes cost; if egress > $50/month and no CloudFront = candidate,,true,data-transfer-002,Ask AI about data transfer,Use CloudFront for internet egress,AWS,true,EC2 - Other,,,,,,,,
,medium,,Data Transfer,2,deep-link,architecture,10-30% on data transfer,Cross-AZ data transfer costs $0.01/GB each way. Use AZ affinity routing to keep traffic within the same AZ when possible. Deploy read replicas in each AZ so reads stay local. Balance this with multi-AZ resilience requirements.,,ce:GetCostAndUsage(usage_type breakdown) â†’ DataTransfer-Regional-Bytes cost in ec2___other_usage_breakdown,,true,data-transfer-003,Ask AI about cross-AZ costs,Use Availability Zone affinity to reduce cross-AZ costs,AWS,true,EC2 - Other,,,,,,,,
,easy,,Data Transfer,2,deep-link,optimization,30-70% on transfer volume,"Compress data before transferring between regions, AZs, or to the internet. Use gzip or zstd compression for API responses, log shipping, and backup transfers to reduce volume and associated costs.",,ce:GetCostAndUsage(usage_type breakdown) â†’ DataTransfer-Out-Bytes + DataTransfer-Regional-Bytes total; high volume = compression candidate,,true,data-transfer-004,Ask AI about data transfer,Compress data before transfer,AWS,true,EC2 - Other,,,,,,,,
,medium,,Dataflow,2,pending,right-sizing,30-50%,Enable Dataflow autoscaling to adjust worker count based on pipeline backlog. Use n1-standard-2 instead of larger machines for IO-bound pipelines and set maxNumWorkers to cap costs.,,,,false,gcp-dataflow-001,Coming Soon,Use autoscaling and right-size Dataflow worker machines,GCP,false,Dataflow,,,,,,,,
,medium,,Dataflow,2,pending,pricing-model,20-40%,"Dataflow Shuffle offloads shuffle operations to a managed service, allowing smaller worker machines. Streaming Engine reduces per-worker resource consumption for streaming pipelines.",,,,false,gcp-dataflow-002,Coming Soon,Use Dataflow Shuffle and Streaming Engine to reduce worker costs,GCP,false,Dataflow,,,,,,,,
,easy,,Dataflow,2,pending,architecture,25-40%,"Dataflow Flexible Resource Scheduling (FlexRS) uses a combination of on-demand and Spot VMs, offering up to 40% savings. Best for batch pipelines that can tolerate delayed scheduling.",,,,false,gcp-dataflow-003,Coming Soon,Use FlexRS for non-time-critical batch Dataflow jobs,GCP,false,Dataflow,,,,,,,,
,medium,,Dataproc,2,pending,pricing-model,60-80%,Configure secondary workers as Spot VMs in Dataproc clusters. Set preemptibility to 'SPOT' for data processing and analytics workloads that can tolerate node reclamation.,,,,false,gcp-dataproc-001,Coming Soon,Use Spot VMs for Dataproc worker nodes,GCP,false,Dataproc,,,,,,,,
,medium,,Dataproc,2,pending,scheduling,40-60%,"Create job-scoped clusters that spin up, execute the workload, and auto-delete on completion. Avoid keeping long-running clusters idle between job submissions.",,,,false,gcp-dataproc-002,Coming Soon,Use ephemeral Dataproc clusters for batch jobs,GCP,false,Dataproc,,,,,,,,
,easy,,Dataproc,2,pending,architecture,40-60%,Dataproc Serverless manages infrastructure automatically and charges only during job execution. Eliminates idle cluster costs for Spark jobs that run periodically rather than continuously.,,,,false,gcp-dataproc-003,Coming Soon,Use Dataproc Serverless for intermittent Spark workloads,GCP,false,Dataproc,,,,,,,,
